#{"t_start": 1763489288.3692653, "env_id": "None"}
r,l,t
118.270365,23,4744.807719
106.07649,19,4745.289447
113.730328,38,4746.349161
128.932141,60,4747.977665
132.619578,25,4748.606317
103.046849,24,4749.286584
121.324998,143,4753.165261
117.975302,30,4753.878125
79.668328,20,4754.458063
-15.962358,240,4760.757962
120.90208,26,4761.462499
107.567426,25,4762.095797
113.332614,21,4762.609928
112.676586,33,4763.518257
133.478003,48,4764.730033
97.188982,21,4765.356763
-0.035608,240,4771.688867
149.15894,48,4772.986428
97.134088,20,4773.486787
124.739442,28,4774.282907
119.255216,21,4774.835787
123.773762,39,4775.835599
108.049036,17,4776.361285
109.698525,17,4776.816135
172.292045,73,4778.783373
145.022249,35,4779.729337
114.304126,31,4780.522951
148.328422,92,4782.939384
126.152519,32,4783.853777
136.020123,27,4784.522922
-18.585135,240,4790.796663
89.991536,20,4791.327256
117.07801,40,4792.382157
-13.345677,240,4798.690142
125.98929,28,4799.409979
107.951375,25,4800.159193
136.005894,27,4800.858371
144.950239,60,4802.493213
102.639863,25,4803.118198
-12.370506,240,4809.639815
-1.04387,240,4816.15191
123.317305,30,4816.904569
129.55173,21,4817.41966
125.718688,18,4817.937289
122.420948,29,4818.64329
125.757699,19,4819.136949
130.629577,35,4820.090049
86.066358,218,4825.85106
156.554539,52,4827.28235
138.596391,29,4828.097079
147.580778,74,4830.138286
129.466906,21,4830.653356
107.732582,25,4831.305282
122.596405,155,4835.432223
132.387708,38,4836.430511
113.270888,21,4837.01649
123.068295,23,4837.588177
97.583646,16,4837.991538
119.515557,15,4838.443181
109.584455,18,4838.891723
129.37337,21,4839.404858
109.652873,18,4839.839656
99.41298,22,4840.457578
146.934908,51,4841.839281
135.564282,36,4842.783675
90.274237,21,4843.321399
122.126722,165,4847.735723
-17.776177,240,4853.958747
113.102749,21,4854.521448
158.744834,93,4856.962001
146.786774,48,4858.117611
148.421848,45,4859.32514
138.851312,49,4860.640002
-143.572886,12,4860.951361
2.191426,240,4867.395153
150.438967,84,4869.619454
118.687112,16,4870.057513
135.894291,96,4872.949937
140.146562,50,4874.673024
150.414884,59,4876.40747
-23.376499,240,4883.130131
123.065245,23,4883.819231
125.264347,30,4884.656962
126.71677,112,4887.916173
128.091917,98,4890.879348
119.386859,27,4891.626725
-39.295967,240,4898.661609
121.935729,42,4900.16205
-21.101369,240,4907.481894
113.267488,21,4908.071514
42.588431,240,4914.013356
107.728379,25,4914.675182
133.265035,121,4917.614306
113.488234,21,4918.200548
129.301962,35,4919.062773
159.041609,61,4920.619464
127.856332,32,4921.392947
139.173458,45,4922.56657
143.401754,38,4923.443556
164.13407,64,4925.048976
127.292858,31,4925.986831
97.282825,23,4926.541613
-11.296,240,4932.512869
120.665262,33,4933.35819
136.0862,34,4934.189089
119.516883,15,4934.608926
114.917809,14,4934.9343
138.648728,29,4935.618486
105.931082,29,4936.389435
99.782777,22,4936.913803
-6.669944,240,4942.876309
3.5732,240,4948.891209
132.587969,31,4949.654944
148.481357,39,4950.651654
140.487175,42,4951.667926
119.3361,15,4952.093539
150.40133,52,4953.336941
142.139505,41,4954.394478
148.91094,45,4955.591338
133.910231,36,4956.494838
142.720505,39,4957.542447
90.57246,20,4958.047164
95.812537,24,4958.684619
118.856994,21,4959.208992
140.303338,42,4960.183485
125.49099,18,4960.689153
124.785109,28,4961.32983
-14.070357,240,4967.101438
144.908658,35,4968.015994
129.586434,21,4968.526384
132.183879,31,4969.302748
139.231487,30,4970.033915
139.027851,30,4970.757496
135.459685,42,4971.839618
132.630417,31,4972.635957
141.591376,129,4975.823631
120.652157,18,4976.31503
129.464221,21,4976.792309
119.241149,15,4977.145245
110.178695,206,4982.115697
119.211272,15,4982.469231
122.934836,23,4983.009151
158.458631,48,4984.283448
159.467406,81,4986.311973
-12.448998,240,4992.228687
133.910514,37,4993.112251
101.953862,31,4993.816621
129.56092,28,4994.550479
116.670081,24,4995.138752
163.875848,79,4997.023399
144.200126,45,4998.169676
-9.861788,240,5004.514838
118.421346,15,5004.90731
148.084474,38,5005.879624
51.941638,61,5007.413325
134.252662,38,5008.368535
162.841016,71,5010.234553
153.620034,47,5011.490955
108.835196,24,5012.125363
154.920053,75,5014.152669
120.602224,38,5015.178072
113.279288,21,5015.689617
137.827602,39,5016.642471
139.142693,30,5017.47095
109.270143,22,5018.001694
141.473376,59,5019.560153
97.798008,20,5020.097808
149.477964,91,5022.657166
125.589747,18,5023.125571
129.377434,21,5023.64494
134.313221,36,5024.613728
121.072713,25,5025.264178
129.784585,28,5026.046358
19.873316,240,5032.292287
136.014481,27,5032.947037
121.141283,26,5033.701532
99.717602,23,5034.300462
109.452535,112,5037.360221
-5.279995,240,5043.920915
125.965105,118,5047.322289
99.316632,22,5047.95291
118.992431,21,5048.508335
158.418911,48,5049.823297
125.63666,18,5050.275734
-8.164831,240,5056.918332
117.949648,74,5058.963856
174.440329,73,5060.949024
110.9982,28,5061.68752
114.132026,21,5062.22483
132.823971,31,5063.116414
132.074453,38,5064.238746
119.406226,15,5064.638319
122.783079,30,5065.464226
891,76,4965.260345
131.564149,48,4966.457627
102.842443,27,4967.09034
141.782758,32,4967.925644
151.026965,147,4971.592513
-13.569698,240,4977.504085
134.016533,49,4978.683068
107.300756,25,4979.266207
129.473769,21,4979.839648
125.872703,25,4980.411982
8.536521,240,4986.371294
-8.343702,240,4992.298731
136.449954,78,4994.188659
122.372194,23,4994.73424
101.699409,25,4995.343715
120.571844,38,4996.29488
-18.630769,240,5002.16801
148.794166,57,5003.903716
137.393462,39,5005.010875
107.185863,25,5005.638067
110.276755,18,5006.105184
166.848117,154,5010.038603
101.474979,20,5010.563376
107.399461,15,5010.927952
113.257385,21,5011.531873
154.650588,60,5013.16741
-9.507089,240,5019.390769
146.754744,41,5020.534765
115.848904,23,5021.103522
117.83969,49,5022.540164
-12.50172,240,5028.9045
118.679727,38,5029.898121
132.60858,33,5030.71751
119.27547,15,5031.08167
119.287848,15,5031.533383
125.848203,25,5032.132902
147.564388,48,5033.408359
138.774114,32,5034.238147
123.198967,30,5035.020311
127.382916,111,5038.01972
125.647164,32,5038.898281
157.591718,73,5040.884813
96.204721,19,5041.404964
101.01604,19,5041.918342
139.557381,45,5043.256385
119.621156,22,5043.828814
125.898214,25,5044.55392
109.869483,18,5045.029923
142.064425,33,5046.055042
-8.813156,240,5052.594628
101.84895,23,5053.280859
142.887216,53,5054.68732
135.188995,63,5056.441927
128.627657,30,5057.304584
123.848289,28,5058.054285
112.560696,34,5059.033109
135.246145,27,5059.725049
122.001675,41,5060.877583
134.975417,28,5061.625793
151.950067,41,5062.743914
118.811304,15,5063.156492
157.567923,58,5064.821224
115.227272,14,5065.212523
342
99.439681,22,5058.518133
114.334737,22,5059.184989
107.621409,24,5059.804434
157.699141,103,5062.640708
138.452215,29,5063.42833
92.47955,19,5063.957933
126.489917,33,5064.929186
113.433068,21,5065.529946
23,37,4945.784111
95.921825,22,4946.308056
151.966954,49,4947.543485
146.35605,50,4948.810312
129.655597,28,4949.512532
106.086737,18,4949.92999
102.549119,25,4950.605585
126.390771,25,4951.212214
128.647032,20,4951.694703
170.055054,80,4953.744007
-2.471346,240,4959.853736
119.454918,21,4960.359363
128.961733,21,4960.932019
-16.826876,240,4966.682267
117.327817,16,4967.057311
137.652895,39,4968.070011
99.65222,21,4968.578029
119.672858,22,4969.089872
118.001545,23,4969.713522
151.991149,87,4971.863484
122.18659,16,4972.249634
136.206347,46,4973.397226
112.576183,33,4974.217693
143.307892,46,4975.362789
110.341274,14,4975.725395
15.384815,240,4981.545092
148.898529,39,4982.469398
160.77333,81,4984.541074
142.57048,48,4985.784487
113.925255,26,4986.382276
109.506475,18,4986.866604
161.194609,50,4988.026233
128.646915,52,4989.29233
6.736236,240,4995.210382
122.200872,16,4995.597709
131.025308,102,4998.100979
120.011519,27,4998.722521
115.364315,14,4999.035659
101.130202,20,4999.576566
95.789793,20,5000.090552
113.892539,21,5000.580695
-0.533274,240,5007.058132
134.727164,58,5008.490451
112.473958,35,5009.324214
112.102797,33,5010.28446
91.280665,22,5010.842432
141.276131,137,5014.525921
131.981375,23,5015.178076
148.534588,39,5016.116586
111.25729,61,5017.713112
-182.483954,29,5018.425432
102.438292,25,5019.117991
125.809237,18,5019.585212
1.769965,240,5026.121074
126.017391,32,5026.957477
151.99044,42,5028.092019
128.885631,28,5028.813043
125.428872,18,5029.246629
174.568629,107,5032.024616
133.949247,32,5032.790709
-7.772904,240,5039.276589
115.169621,14,5039.638499
158.325873,67,5041.506462
147.262785,48,5042.887016
-12.160538,240,5049.633465
151.344859,72,5051.577517
117.359479,25,5052.219346
132.37985,32,5053.144094
142.179737,33,5054.063057
164.816965,66,5055.872417
119.284503,15,5056.258585
119.439313,15,5056.662961
149.27946,46,5057.947281
2.933057,240,5064.612628
85.765922,17,5065.082984
